"","project","year","month","day","plot_id","ecoregion","latitude","longitude","pft","family","genus","species","binomial","specific_leaf_area","leaf_carbon","leaf_nitrogen","leaf_c_to_n","leaf_life","tmean.gy.c","ppt.gy.mm"
"993","ORCA",2005,9,10,215,"Blue Mountains",44.4106,-120.3711,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",148.6,48.22,1.04,46.37,9,6.3,584
"994","ORCA",2005,7,12,216,"Blue Mountains",45.8561,-117.7896,"evergreen needleleaf tree","Pinaceae","Abies","concolor","Abies concolor",100.9,50.82,0.86,59.09,10,7.27,771
"995","ORCA",2005,7,12,216,"Blue Mountains",45.8561,-117.7896,"deciduous needleleaf tree","Pinaceae","Larix","occidentalis","Larix occidentalis",254.6,47.36,1.83,25.88,1,7.27,771
"996","ORCA",2005,7,12,216,"Blue Mountains",45.8561,-117.7896,"deciduous needleleaf tree","Pinaceae","Larix","occidentalis","Larix occidentalis",303,44.16,2.12,20.83,1,7.27,771
"997","ORCA",2005,7,12,216,"Blue Mountains",45.8561,-117.7896,"deciduous needleleaf tree","Pinaceae","Larix","occidentalis","Larix occidentalis",310.7,46.26,1.73,26.74,1,7.27,771
"998","ORCA",2005,7,12,216,"Blue Mountains",45.8561,-117.7896,"evergreen needleleaf tree","Pinaceae","Picea","engelmannii","Picea engelmannii",77.6,48.88,0.77,63.48,9,7.27,771
"999","ORCA",2005,7,12,216,"Blue Mountains",45.8561,-117.7896,"evergreen needleleaf tree","Pinaceae","Pinus","contorta","Pinus contorta",67.2,52.25,1.29,40.5,4,7.27,771
"1000","ORCA",2005,7,12,217,"Blue Mountains",45.9477,-117.6706,"evergreen needleleaf tree","Pinaceae","Abies","concolor","Abies concolor",107.1,48.95,0.86,56.92,10,8.04,640
"1001","ORCA",2005,7,12,217,"Blue Mountains",45.9477,-117.6706,"evergreen needleleaf tree","Pinaceae","Abies","concolor","Abies concolor",126.2,50.51,0.95,53.17,7,8.04,640
"1002","ORCA",2005,7,12,217,"Blue Mountains",45.9477,-117.6706,"evergreen needleleaf tree","Pinaceae","Abies","concolor","Abies concolor",131.7,50.31,0.81,62.11,12,8.04,640
"1003","ORCA",2005,7,12,217,"Blue Mountains",45.9477,-117.6706,"deciduous needleleaf tree","Pinaceae","Larix","occidentalis","Larix occidentalis",327.8,44.04,1.17,37.64,1,8.04,640
"1004","ORCA",2005,7,12,217,"Blue Mountains",45.9477,-117.6706,"evergreen needleleaf tree","Pinaceae","Picea","engelmannii","Picea engelmannii",173,49.52,1.1,45.02,8,8.04,640
"1005","ORCA",2005,7,12,218,"Blue Mountains",45.8725,-117.777,"evergreen needleleaf tree","Pinaceae","Abies","lasiocarpa","Abies lasiocarpa",115.4,51.62,0.87,59.33,8,6.38,957
"1006","ORCA",2005,7,12,218,"Blue Mountains",45.8725,-117.777,"evergreen needleleaf tree","Pinaceae","Pinus","contorta","Pinus contorta",65.3,52.5,0.88,59.66,5,6.38,957
"1007","ORCA",2005,7,12,218,"Blue Mountains",45.8725,-117.777,"evergreen needleleaf tree","Pinaceae","Pinus","contorta","Pinus contorta",103,51.51,1.01,51,5,6.38,957
"1008","ORCA",2005,7,12,218,"Blue Mountains",45.8725,-117.777,"evergreen needleleaf tree","Pinaceae","Pinus","contorta","Pinus contorta",76.8,51.66,1.22,42.34,6,6.38,957
"1009","ORCA",2005,7,12,218,"Blue Mountains",45.8725,-117.777,"evergreen needleleaf tree","Pinaceae","Pinus","contorta","Pinus contorta",89.1,51.64,1.33,38.83,6,6.38,957
"1010","ORCA",2005,7,12,218,"Blue Mountains",45.8725,-117.777,"evergreen needleleaf tree","Pinaceae","Pinus","contorta","Pinus contorta",100.8,51.08,1.03,49.59,11,6.38,957
"1011","ORCA",2005,7,12,219,"Blue Mountains",45.868,-117.8059,"evergreen needleleaf tree","Pinaceae","Abies","lasiocarpa","Abies lasiocarpa",87.1,51.14,0.9,56.82,5,6.39,945
"1012","ORCA",2005,7,12,219,"Blue Mountains",45.868,-117.8059,"evergreen needleleaf tree","Pinaceae","Abies","lasiocarpa","Abies lasiocarpa",92.7,51.63,0.83,62.2,10,6.39,945
"1013","ORCA",2005,7,12,219,"Blue Mountains",45.868,-117.8059,"deciduous needleleaf tree","Pinaceae","Larix","occidentalis","Larix occidentalis",277.2,49.79,2.44,20.41,1,6.39,945
"1014","ORCA",2005,7,12,219,"Blue Mountains",45.868,-117.8059,"deciduous needleleaf tree","Pinaceae","Larix","occidentalis","Larix occidentalis",294.8,48.84,2.35,20.78,1,6.39,945
"1015","ORCA",2005,7,12,219,"Blue Mountains",45.868,-117.8059,"evergreen needleleaf tree","Pinaceae","Picea","engelmannii","Picea engelmannii",64.4,50.06,0.86,58.21,4,6.39,945
"1016","ORCA",2005,7,12,219,"Blue Mountains",45.868,-117.8059,"evergreen needleleaf tree","Pinaceae","Picea","engelmannii","Picea engelmannii",81.7,49.6,0.8,62,9,6.39,945
"1017","ORCA",2005,7,12,219,"Blue Mountains",45.868,-117.8059,"evergreen needleleaf tree","Pinaceae","Picea","engelmannii","Picea engelmannii",83,49.51,0.98,50.52,6,6.39,945
"1018","ORCA",2005,7,12,219,"Blue Mountains",45.868,-117.8059,"evergreen needleleaf tree","Pinaceae","Pinus","contorta","Pinus contorta",60.1,52.85,1.05,50.33,5,6.39,945
"1019","ORCA",2005,7,12,220,"Blue Mountains",45.8776,-117.7661,"evergreen needleleaf tree","Pinaceae","Abies","lasiocarpa","Abies lasiocarpa",78.1,53.28,1.06,50.26,8,6.38,957
"1020","ORCA",2005,7,12,220,"Blue Mountains",45.8776,-117.7661,"evergreen needleleaf tree","Pinaceae","Abies","lasiocarpa","Abies lasiocarpa",109.2,50.43,1,50.43,7,6.38,957
"1021","ORCA",2005,7,12,220,"Blue Mountains",45.8776,-117.7661,"deciduous needleleaf tree","Pinaceae","Larix","occidentalis","Larix occidentalis",287.9,47.03,1.75,26.87,1,6.38,957
"1022","ORCA",2005,7,12,220,"Blue Mountains",45.8776,-117.7661,"evergreen needleleaf tree","Pinaceae","Picea","engelmannii","Picea engelmannii",98.3,49.5,0.79,62.66,10,6.38,957
"1023","ORCA",2005,7,12,220,"Blue Mountains",45.8776,-117.7661,"evergreen needleleaf tree","Pinaceae","Picea","engelmannii","Picea engelmannii",98.3,49.53,0.78,63.5,7,6.38,957
"1024","ORCA",2005,7,12,220,"Blue Mountains",45.8776,-117.7661,"evergreen needleleaf tree","Pinaceae","Picea","engelmannii","Picea engelmannii",101.6,49.07,0.88,55.76,11,6.38,957
"1025","ORCA",2005,7,12,220,"Blue Mountains",45.8776,-117.7661,"evergreen needleleaf tree","Pinaceae","Pinus","contorta","Pinus contorta",77.3,51.99,1.05,49.51,4,6.38,957
"1026","ORCA",2005,7,12,220,"Blue Mountains",45.8776,-117.7661,"evergreen needleleaf tree","Pinaceae","Pinus","contorta","Pinus contorta",80.8,50.24,1.19,42.22,6,6.38,957
"1027","ORCA",2005,7,11,221,"Blue Mountains",45.008,-117.1439,"evergreen needleleaf tree","Pinaceae","Abies","concolor","Abies concolor",79.6,49.84,0.92,54.17,5,5,1147
"1028","ORCA",2005,7,11,221,"Blue Mountains",45.008,-117.1439,"evergreen needleleaf tree","Pinaceae","Abies","concolor","Abies concolor",83.5,51.01,1,51.01,5,5,1147
"1029","ORCA",2005,7,11,221,"Blue Mountains",45.008,-117.1439,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",64.4,50.04,0.81,61.78,3,5,1147
"1030","ORCA",2005,7,11,221,"Blue Mountains",45.008,-117.1439,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",70.1,51.41,1.17,43.94,5,5,1147
"1031","ORCA",2005,7,11,221,"Blue Mountains",45.008,-117.1439,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",109.8,52.05,1,52.05,5,5,1147
"1032","ORCA",2005,7,11,221,"Blue Mountains",45.008,-117.1439,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",116.7,51.37,1.07,48.01,5,5,1147
"1033","ORCA",2005,7,11,222,"Blue Mountains",45.0084,-117.1406,"evergreen needleleaf tree","Pinaceae","Abies","concolor","Abies concolor",98.4,50.91,0.79,64.44,5,5,1147
"1034","ORCA",2005,7,11,222,"Blue Mountains",45.0084,-117.1406,"evergreen needleleaf tree","Pinaceae","Abies","concolor","Abies concolor",102.8,50.44,0.86,58.65,5,5,1147
"1035","ORCA",2005,7,11,222,"Blue Mountains",45.0084,-117.1406,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",66,50.84,1.23,41.33,6,5,1147
"1036","ORCA",2005,7,11,222,"Blue Mountains",45.0084,-117.1406,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",70.1,51.41,1.02,50.4,7,5,1147
"1037","ORCA",2005,7,11,222,"Blue Mountains",45.0084,-117.1406,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",104.3,51.7,1.07,48.32,3,5,1147
"1038","ORCA",2005,7,11,222,"Blue Mountains",45.0084,-117.1406,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",116.7,50.85,0.97,52.42,6,5,1147
"1039","ORCA",2005,7,11,223,"Blue Mountains",44.9945,-117.1367,"evergreen needleleaf tree","Pinaceae","Abies","concolor","Abies concolor",90.3,50.92,0.98,51.96,7,5.2,1115
"1040","ORCA",2005,7,11,223,"Blue Mountains",44.9945,-117.1367,"evergreen needleleaf tree","Pinaceae","Abies","concolor","Abies concolor",107,51.47,1.06,48.56,6,5.2,1115
"1041","ORCA",2005,7,11,223,"Blue Mountains",44.9945,-117.1367,"evergreen needleleaf tree","Pinaceae","Abies","concolor","Abies concolor",111.1,51.72,1.2,43.1,7,5.2,1115
"1042","ORCA",2005,7,11,223,"Blue Mountains",44.9945,-117.1367,"evergreen needleleaf tree","Pinaceae","Abies","concolor","Abies concolor",111.6,51.2,1,51.2,5,5.2,1115
"1043","ORCA",2005,7,11,223,"Blue Mountains",44.9945,-117.1367,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",98.9,50.64,1.23,41.17,4,5.2,1115
"1044","ORCA",2005,7,11,223,"Blue Mountains",44.9945,-117.1367,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",89.6,50.88,1.28,39.75,5,5.2,1115
"1045","ORCA",2005,7,11,224,"Blue Mountains",44.9858,-117.1309,"evergreen needleleaf tree","Pinaceae","Abies","concolor","Abies concolor",103,50.34,0.92,54.72,6,5.2,1115
"1046","ORCA",2005,7,11,224,"Blue Mountains",44.9858,-117.1309,"evergreen needleleaf tree","Pinaceae","Abies","concolor","Abies concolor",114.7,52.16,1.04,50.15,8,5.2,1115
"1047","ORCA",2005,7,11,224,"Blue Mountains",44.9858,-117.1309,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",92.1,50.91,1.29,39.47,5,5.2,1115
"1048","ORCA",2005,7,11,224,"Blue Mountains",44.9858,-117.1309,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",89.1,50.16,1.23,40.78,7,5.2,1115
"1049","ORCA",2005,7,11,225,"Blue Mountains",44.9725,-117.141,"evergreen needleleaf tree","Pinaceae","Abies","concolor","Abies concolor",99.1,52.05,0.97,53.66,7,6.74,851
"1050","ORCA",2005,7,11,225,"Blue Mountains",44.9725,-117.141,"evergreen needleleaf tree","Pinaceae","Abies","concolor","Abies concolor",124.4,50.95,0.87,58.56,9,6.74,851
"1051","ORCA",2005,7,11,225,"Blue Mountains",44.9725,-117.141,"evergreen needleleaf tree","Pinaceae","Abies","concolor","Abies concolor",125.5,50.97,0.77,66.19,9,6.74,851
"1052","ORCA",2005,7,11,225,"Blue Mountains",44.9725,-117.141,"evergreen needleleaf tree","Pinaceae","Abies","concolor","Abies concolor",137.9,50.83,0.9,56.48,8,6.74,851
"1053","ORCA",2005,7,11,225,"Blue Mountains",44.9725,-117.141,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",103.2,50.93,0.84,60.63,5,6.74,851
"1054","ORCA",2005,6,29,226,"Klamath Mountains",40.8676,-123.3205,"evergreen needleleaf tree","Pinaceae","Abies","concolor","Abies concolor",98,45.86,0.69,66.46,8,10.56,1201
"1055","ORCA",2005,6,29,226,"Klamath Mountains",40.8676,-123.3205,"evergreen needleleaf tree","Pinaceae","Abies","concolor","Abies concolor",105.5,45.53,0.94,48.44,6,10.56,1201
"1056","ORCA",2005,6,29,226,"Klamath Mountains",40.8676,-123.3205,"evergreen needleleaf tree","Pinaceae","Abies","concolor","Abies concolor",115.6,47.19,0.8,58.99,7,10.56,1201
"1057","ORCA",2005,6,29,226,"Klamath Mountains",40.8676,-123.3205,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",115,48.07,1.04,46.22,7,10.56,1201
"1058","ORCA",2005,6,29,226,"Klamath Mountains",40.8676,-123.3205,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",143.4,47.95,1.07,44.81,8,10.56,1201
"1059","ORCA",2005,6,29,226,"Klamath Mountains",40.8676,-123.3205,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",152.6,48.07,1.06,45.35,6,10.56,1201
"1060","ORCA",2005,6,29,227,"Klamath Mountains",40.8387,-123.3264,"evergreen broadleaf tree","Ericaceae","Arbutus","menziesii","Arbutus menziesii",125.6,46.55,0.81,57.47,NA,10.6,1198
"1061","ORCA",2005,6,29,227,"Klamath Mountains",40.8387,-123.3264,"evergreen broadleaf tree","Ericaceae","Arbutus","menziesii","Arbutus menziesii",189,46.12,1.27,36.31,NA,10.6,1198
"1062","ORCA",2005,6,29,227,"Klamath Mountains",40.8387,-123.3264,"deciduous broadleaf tree","Fagaceae","Lithocarpus","densiflorus","Lithocarpus densiflorus",125,49.06,0.82,59.83,6,10.6,1198
"1063","ORCA",2005,6,29,227,"Klamath Mountains",40.8387,-123.3264,"deciduous broadleaf tree","Fagaceae","Lithocarpus","densiflorus","Lithocarpus densiflorus",142,44.56,0.78,57.13,5,10.6,1198
"1064","ORCA",2005,6,29,227,"Klamath Mountains",40.8387,-123.3264,"evergreen broadleaf tree","Fagaceae","Quercus","chrysolepis","Quercus chrysolepis",105.2,40.93,1.04,39.36,3,10.6,1198
"1065","ORCA",2005,6,29,227,"Klamath Mountains",40.8387,-123.3264,"evergreen broadleaf tree","Fagaceae","Quercus","chrysolepis","Quercus chrysolepis",108.6,46.44,0.88,52.77,4,10.6,1198
"1066","ORCA",2005,6,29,227,"Klamath Mountains",40.8387,-123.3264,"evergreen needleleaf tree","Pinaceae","Pinus","lambertiana","Pinus lambertiana",84,47.66,1.12,42.55,5,10.6,1198
"1067","ORCA",2005,6,29,227,"Klamath Mountains",40.8387,-123.3264,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",124.8,46.55,0.85,54.76,5,10.6,1198
"1068","ORCA",2005,6,29,228,"Klamath Mountains",40.8317,-123.3261,"deciduous broadleaf tree","Sapindaceae","Acer","macrophyllum","Acer macrophyllum",582.1,44.09,2.11,20.9,1,11.1,1160
"1069","ORCA",2005,6,29,228,"Klamath Mountains",40.8317,-123.3261,"evergreen broadleaf tree","Ericaceae","Arbutus","menziesii","Arbutus menziesii",173.2,45.88,0.71,64.62,NA,11.1,1160
"1070","ORCA",2005,6,29,228,"Klamath Mountains",40.8317,-123.3261,"evergreen broadleaf tree","Ericaceae","Arbutus","menziesii","Arbutus menziesii",174.2,45.43,1.14,39.85,NA,11.1,1160
"1071","ORCA",2005,6,29,228,"Klamath Mountains",40.8317,-123.3261,"evergreen broadleaf shrub","Cornaceae","Cornus","unknown","Cornus unknown",1003.7,39.89,1.73,23.06,1,11.1,1160
"1072","ORCA",2005,6,29,228,"Klamath Mountains",40.8317,-123.3261,"deciduous broadleaf tree","Fagaceae","Lithocarpus","densiflorus","Lithocarpus densiflorus",194.5,40.78,0.91,44.81,1,11.1,1160
"1073","ORCA",2005,6,29,228,"Klamath Mountains",40.8317,-123.3261,"evergreen broadleaf tree","Fagaceae","Quercus","chrysolepis","Quercus chrysolepis",171.3,39.94,0.91,43.89,5,11.1,1160
"1074","ORCA",2005,6,29,228,"Klamath Mountains",40.8317,-123.3261,"deciduous broadleaf tree","Fagaceae","Quercus","kelloggii","Quercus kelloggii",369.3,45.3,2.05,22.1,1,11.1,1160
"1075","ORCA",2005,6,29,228,"Klamath Mountains",40.8317,-123.3261,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",152.1,46.77,1.14,41.03,9,11.1,1160
"1076","ORCA",2005,6,29,229,"Klamath Mountains",40.8264,-123.3266,"evergreen broadleaf tree","Ericaceae","Arbutus","menziesii","Arbutus menziesii",119.6,46.2,0.99,46.67,NA,11.1,1160
"1077","ORCA",2005,6,29,229,"Klamath Mountains",40.8264,-123.3266,"deciduous broadleaf tree","Fagaceae","Lithocarpus","densiflorus","Lithocarpus densiflorus",142.3,43.69,1.17,37.34,3,11.1,1160
"1078","ORCA",2005,6,29,229,"Klamath Mountains",40.8264,-123.3266,"deciduous broadleaf tree","Fagaceae","Lithocarpus","densiflorus","Lithocarpus densiflorus",206,37.61,0.85,44.25,2,11.1,1160
"1079","ORCA",2005,6,29,229,"Klamath Mountains",40.8264,-123.3266,"evergreen broadleaf tree","Fagaceae","Quercus","chrysolepis","Quercus chrysolepis",130.2,44.07,1.07,41.19,4,11.1,1160
"1080","ORCA",2005,6,29,229,"Klamath Mountains",40.8264,-123.3266,"deciduous broadleaf tree","Fagaceae","Quercus","kelloggii","Quercus kelloggii",229.2,46.13,1.79,25.77,1,11.1,1160
"1081","ORCA",2005,6,29,229,"Klamath Mountains",40.8264,-123.3266,"deciduous broadleaf tree","Fagaceae","Quercus","kelloggii","Quercus kelloggii",238,46.16,1.97,23.43,1,11.1,1160
"1082","ORCA",2005,6,29,229,"Klamath Mountains",40.8264,-123.3266,"deciduous broadleaf tree","Fagaceae","Quercus","kelloggii","Quercus kelloggii",262.7,45.69,2.04,22.4,1,11.1,1160
"1083","ORCA",2005,6,29,229,"Klamath Mountains",40.8264,-123.3266,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",117.7,47.78,0.75,63.71,6,11.1,1160
"1084","ORCA",2005,6,30,230,"Klamath Mountains",40.3604,-123.062,"evergreen broadleaf tree","Ericaceae","Arbutus","menziesii","Arbutus menziesii",154,46.99,0.61,77.03,NA,10.95,1119
"1085","ORCA",2005,6,30,230,"Klamath Mountains",40.3604,-123.062,"evergreen broadleaf tree","Fagaceae","Quercus","chrysolepis","Quercus chrysolepis",174.4,40.4,1.2,33.67,1,10.95,1119
"1086","ORCA",2005,6,30,230,"Klamath Mountains",40.3604,-123.062,"evergreen needleleaf tree","Pinaceae","Abies","concolor","Abies concolor",76.9,47.82,0.81,59.04,5,10.95,1119
"1087","ORCA",2005,6,30,230,"Klamath Mountains",40.3604,-123.062,"evergreen needleleaf tree","Pinaceae","Abies","concolor","Abies concolor",81.2,48.02,0.86,55.84,5,10.95,1119
"1088","ORCA",2005,6,30,230,"Klamath Mountains",40.3604,-123.062,"evergreen needleleaf tree","Pinaceae","Pinus","lambertiana","Pinus lambertiana",76.2,48.9,0.96,50.94,6,10.95,1119
"1089","ORCA",2005,6,30,230,"Klamath Mountains",40.3604,-123.062,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",82.4,47.47,1.11,42.77,5,10.95,1119
"1090","ORCA",2005,6,30,230,"Klamath Mountains",40.3604,-123.062,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",111.8,47.02,1.01,46.55,7,10.95,1119
"1091","ORCA",2005,6,30,230,"Klamath Mountains",40.3604,-123.062,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",111.9,48.01,1.19,40.34,7,10.95,1119
"1092","ORCA",2005,6,30,231,"Klamath Mountains",40.3758,-123.064,"evergreen broadleaf tree","Ericaceae","Arbutus","menziesii","Arbutus menziesii",183.7,45.84,0.87,52.69,NA,10.95,1096
"1093","ORCA",2005,6,30,231,"Klamath Mountains",40.3758,-123.064,"evergreen broadleaf shrub","Cornaceae","Cornus","unknown","Cornus unknown",852.7,40.08,1.81,22.14,1,10.95,1096
"1094","ORCA",2005,6,30,231,"Klamath Mountains",40.3758,-123.064,"deciduous broadleaf tree","Fagaceae","Quercus","kelloggii","Quercus kelloggii",298.6,44.8,1.86,24.09,1,10.95,1096
"1095","ORCA",2005,6,30,231,"Klamath Mountains",40.3758,-123.064,"evergreen needleleaf tree","Pinaceae","Abies","concolor","Abies concolor",108.6,47.49,0.76,62.49,8,10.95,1096
"1096","ORCA",2005,6,30,231,"Klamath Mountains",40.3758,-123.064,"evergreen needleleaf tree","Pinaceae","Pinus","lambertiana","Pinus lambertiana",90.6,47.67,1.03,46.28,10,10.95,1096
"1097","ORCA",2005,6,30,231,"Klamath Mountains",40.3758,-123.064,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",132.7,47.32,0.88,53.77,9,10.95,1096
"1098","ORCA",2005,6,30,232,"Klamath Mountains",40.3777,-123.0563,"evergreen broadleaf tree","Ericaceae","Arbutus","menziesii","Arbutus menziesii",162.4,44.86,0.61,73.54,NA,10.97,1233
"1099","ORCA",2005,6,30,232,"Klamath Mountains",40.3777,-123.0563,"deciduous broadleaf tree","Fagaceae","Quercus","kelloggii","Quercus kelloggii",226.9,44.31,1.78,24.89,1,10.97,1233
"1100","ORCA",2005,6,30,232,"Klamath Mountains",40.3777,-123.0563,"evergreen needleleaf tree","Pinaceae","Abies","concolor","Abies concolor",133.8,44.31,0.93,47.65,7,10.97,1233
"1101","ORCA",2005,6,30,232,"Klamath Mountains",40.3777,-123.0563,"evergreen needleleaf tree","Pinaceae","Abies","concolor","Abies concolor",135,46.49,0.86,54.06,7,10.97,1233
"1102","ORCA",2005,6,30,232,"Klamath Mountains",40.3777,-123.0563,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",134.9,48.66,1.03,47.24,7,10.97,1233
"1103","ORCA",2005,6,30,233,"Klamath Mountains",40.3636,-123.0623,"evergreen broadleaf tree","Ericaceae","Arbutus","menziesii","Arbutus menziesii",138.5,44.95,0.51,88.14,NA,10.95,1119
"1104","ORCA",2005,6,30,233,"Klamath Mountains",40.3636,-123.0623,"evergreen broadleaf tree","Fagaceae","Quercus","chrysolepis","Quercus chrysolepis",106.5,46.56,0.9,51.73,5,10.95,1119
"1105","ORCA",2005,6,30,233,"Klamath Mountains",40.3636,-123.0623,"evergreen needleleaf tree","Pinaceae","Abies","concolor","Abies concolor",116.3,46.98,0.8,58.73,7,10.95,1119
"1106","ORCA",2005,6,30,233,"Klamath Mountains",40.3636,-123.0623,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",92.7,47.56,0.93,51.14,4,10.95,1119
"1107","ORCA",2005,6,30,233,"Klamath Mountains",40.3636,-123.0623,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",133.8,47.05,1.05,44.81,10,10.95,1119
"1108","ORCA",2005,6,30,233,"Klamath Mountains",40.3636,-123.0623,"evergreen needleleaf tree","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",149.8,48.18,0.91,52.95,9,10.95,1119
"1109","ORCA",2005,6,30,234,"Klamath Mountains",40.3893,-123.1041,"evergreen needleleaf tree","Cupressaceae","Calocedrus","decurrens","Calocedrus decurrens",74.3,47.37,0.79,59.96,NA,10.76,1174
"1110","ORCA",2005,6,30,234,"Klamath Mountains",40.3893,-123.1041,"evergreen needleleaf tree","Cupressaceae","Calocedrus","decurrens","Calocedrus decurrens",74.3,46.74,0.61,76.62,NA,10.76,1174
"1111","ORCA",2005,6,30,234,"Klamath Mountains",40.3893,-123.1041,"evergreen needleleaf tree","Pinaceae","Pinus","jeffreyi","Pinus jeffreyi",47.2,49.16,1.02,48.2,4,10.76,1174
"1112","ORCA",2005,6,30,234,"Klamath Mountains",40.3893,-123.1041,"evergreen needleleaf tree","Pinaceae","Pinus","jeffreyi","Pinus jeffreyi",73.7,48.88,0.69,70.84,4,10.76,1174
"1113","ORCA",2005,6,30,234,"Klamath Mountains",40.3893,-123.1041,"evergreen needleleaf tree","Pinaceae","Pinus","jeffreyi","Pinus jeffreyi",152.4,49.71,0.75,66.28,4,10.76,1174
"1114","ORCA",2005,6,30,234,"Klamath Mountains",40.3893,-123.1041,"evergreen needleleaf tree","Pinaceae","Pinus","jeffreyi","Pinus jeffreyi",65.8,50.19,0.8,62.74,5,10.76,1174
"1115","ORCA",2005,6,30,235,"Klamath Mountains",40.3906,-123.0978,"evergreen broadleaf tree","Fagaceae","Quercus","chrysolepis","Quercus chrysolepis",113.6,44.4,0.75,59.2,3,10.76,1174
"1116","ORCA",2005,6,30,235,"Klamath Mountains",40.3906,-123.0978,"evergreen needleleaf tree","Cupressaceae","Calocedrus","decurrens","Calocedrus decurrens",61.8,50.52,0.45,112.27,NA,10.76,1174
"1117","ORCA",2005,6,30,235,"Klamath Mountains",40.3906,-123.0978,"evergreen needleleaf tree","Cupressaceae","Calocedrus","decurrens","Calocedrus decurrens",69.9,48.87,0.54,90.5,NA,10.76,1174
"1118","ORCA",2005,6,30,235,"Klamath Mountains",40.3906,-123.0978,"evergreen needleleaf tree","Pinaceae","Pinus","jeffreyi","Pinus jeffreyi",62.1,50.58,0.91,55.58,4,10.76,1174
"1119","ORCA",2005,6,30,235,"Klamath Mountains",40.3906,-123.0978,"evergreen needleleaf tree","Pinaceae","Pinus","jeffreyi","Pinus jeffreyi",82.1,49.79,0.92,54.12,5,10.76,1174
"1120","ORCA",2005,6,30,235,"Klamath Mountains",40.3906,-123.0978,"evergreen needleleaf tree","Pinaceae","Pinus","ponderosa","Pinus ponderosa",74.2,49.93,0.93,53.69,5,10.76,1174
"1121","ORCA",2005,8,26,236,"Sierra Nevada Mountains",40.1329,-120.6875,"evergreen needleleaf tree","Pinaceae","Abies","concolor","Abies concolor",78,48.99,1.01,48.5,9,8.7,689
"1122","ORCA",2005,8,26,236,"Sierra Nevada Mountains",40.1329,-120.6875,"evergreen needleleaf tree","Pinaceae","Abies","concolor","Abies concolor",78.6,48.5,0.84,57.74,10,8.7,689
"1123","ORCA",2005,8,26,236,"Sierra Nevada Mountains",40.1329,-120.6875,"evergreen needleleaf tree","Pinaceae","Abies","concolor","Abies concolor",99.6,48.21,0.79,61.03,8,8.7,689
"1124","ORCA",2005,8,26,236,"Sierra Nevada Mountains",40.1329,-120.6875,"evergreen needleleaf tree","Cupressaceae","Calocedrus","decurrens","Calocedrus decurrens",81.1,48.29,1.02,47.34,NA,8.7,689
"1125","ORCA",2005,8,26,236,"Sierra Nevada Mountains",40.1329,-120.6875,"evergreen needleleaf tree","Pinaceae","Pinus","jeffreyi","Pinus jeffreyi",56.9,50.54,0.9,56.16,7,8.7,689
"1126","ORCA",2005,8,26,236,"Sierra Nevada Mountains",40.1329,-120.6875,"evergreen needleleaf tree","Pinaceae","Pinus","lambertiana","Pinus lambertiana",164.8,47.91,1.12,42.78,7,8.7,689
